case_id,source_row,containment_group,dataset_split,image_sha256
AASCE:010,10,b6e2628a8bd9089a06577be376ac8af344eecc38a5bedb6dfc2f580bd04f4c41,TRAINDEV,9209ba8373c507699df68b50691769b9740bc89bc64a9838f8ec88e17cedef29
AASCE:011,11,55148c0c25543857bb675d6ac9a61cd54a7097e0bb136b30dc1c23891b9f2ad8,TRAINDEV,7d492e49bbfc2f3b3359b0fdbefa7871422931d65fdeb7c4adc61275e78fd0f5
AASCE:012,12,03840f5c8c17b27abc149aa529d86f248ef5630980ab9e2796c08984b4d24a53,TRAINDEV,8a633adcecd85bc53c712614f537ff8024909e8a04ccf85eecbf10244abcff94
AASCE:013,13,ef7891eb27cc1374992a1f7934e02fde0a6586306f91309b14b285464e84ca34,TRAINDEV,f484f0f7e1bf650bf88ba3251ff16c7a26d05ddf92abd8eb697b935ed3c661e8
AASCE:014,14,ef7891eb27cc1374992a1f7934e02fde0a6586306f91309b14b285464e84ca34,TRAINDEV,ad309b331f6a8d2f1fa474573cf6a81c2d40dd17bd56881a5b89d6704df6aab0
AASCE:015,15,3318a3fb45d412161e9d074cf6f3109980f5ea1e5c26aa2c62c7c6b80362bb94,TRAINDEV,1b0eea8f4b97975e24db88d1d97d146a80821009082da91b1f68498de58b7bcb
AASCE:016,16,a4328741dbbd842ae0e3c5151072a11e315b9ed8c6e26e46119ff373b773fcb6,LOCKED_BENCHMARK,813ba491cc1d962076f6139c8d7bbc12605ae3a0c9c11cf97a44f1a25848fe20
AASCE:017,17,5a5dc8ae864fbea012c9822429ff0cb8a714486bf9cf037181220d133d711477,TRAINDEV,ea0ec6b3f418f0c51214cce0516fed26c59778746db789c627a86709452f96ba
AASCE:018,18,7d4f7b14444a664804ca4da0d91aecb9aa70cea2c961334beab4b29cac3cb2a1,LOCKED_BENCHMARK,151664ab9d21a47a9ec52a5820c69f678fcc4d93b273d1ee24ced4ef1d4abfdc
AASCE:019,19,073d758f3a55e4d1ef83c0d95791f1ee4a3c7c1e215a6953980000cede426ea7,LOCKED_BENCHMARK,289ee15f5562f12a363ce33c92456f40860562598c2d52f3df6b461f0f6ab691
AASCE:020,20,e4fe3cee93ac17159197d5b0ca25680ea47bf7b719efc18bddbc25840adeb916,LOCKED_BENCHMARK,ada04c988fc8ae1ad431ba5475e19688a894667274e17bcc0ca4ead173495119
AASCE:021,21,e4fe3cee93ac17159197d5b0ca25680ea47bf7b719efc18bddbc25840adeb916,LOCKED_BENCHMARK,c988f861c11ff5883d97a45b4c22be7b81cd0e64ce7e87aa73cd7cbfc7ac66c7
AASCE:022,22,e4fe3cee93ac17159197d5b0ca25680ea47bf7b719efc18bddbc25840adeb916,LOCKED_BENCHMARK,fe2ac11518b4fca530663b98461656bf8b0b385a23f1c957a6aa8978af2670e3
AASCE:023,23,8a199e271660cd4d1076be3622e1df5b6c26c2b62a78382e70f7ddbd1e5bf003,VALIDATION,4e12f343e9c57ecdce1620959facead71c0c120d53c08616a1a8b2b6c9e66680
AASCE:024,24,8a199e271660cd4d1076be3622e1df5b6c26c2b62a78382e70f7ddbd1e5bf003,VALIDATION,022c2678445628a4626c5267db3f906d79b87800f38499301f350bf4976744fa
AASCE:025,25,51e97b587ec9ffe4986a96dd98a92f364098b80b569639a356acd2eb1e320efc,TRAINDEV,0dc63cdd43c8f38aae6cce189d8faaee3de0f1353490ee12cbd232793ab83cdf
AASCE:026,26,c5fb02766fda8cfdec29b6e420c8e2d8f8dbdd24ca43fbb9958e97bb13ce629d,LOCKED_BENCHMARK,97aec5e975967c8ec47f41b39c19a2ab82daf6a0946962cb47123e865fe49f53
AASCE:027,27,357da68138f6a75b3ab11bdad22fbb5044930d3f81aa8de45cc9c6958ccac536,LOCKED_BENCHMARK,ee8abfae5f271f1c48f1fbb8721fac7036e62cd3df26a0d4a40bf516c2ccd245
AASCE:028,28,7588d9bf800e07e2f7a7d395102cffb52a5df98e5501cfa9477273921b745a9c,TRAINDEV,ddfa1f36b4dfacd184bd382d191dad08e5ac1ac8de9b7730385a9090bbad0c23
AASCE:029,29,7588d9bf800e07e2f7a7d395102cffb52a5df98e5501cfa9477273921b745a9c,TRAINDEV,6f17cf3180727078e7db66a234b02699ba3ebfe09175ce2cc0c71fa4e592aee5
AASCE:030,30,7588d9bf800e07e2f7a7d395102cffb52a5df98e5501cfa9477273921b745a9c,TRAINDEV,04da64d08f10dafb4a3398ca4f60712ff5c2d855eb25a7b138aea77dbf04c537
AASCE:031,31,f1cba11af4dc6ffb12ce8237f20692718edb178c61f1196882f3094ca2039261,TRAINDEV,851db8ff1d20017677485ef58d53ca225469cd88bd83bcba4d35440f0c91b051
AASCE:032,32,9e392096f90a7cccec2378a8736062da73a3dae73c90e360d3c00a4a3c9a7e4e,TRAINDEV,f17b734aff27f14bdfb234a70422584c8e0143a031d80ff51d1fba8ae53f1324
AASCE:033,33,ab3f6e357e47df66e149f66aed00947b6dd55e6f642e8d4c9d8bca05f45ab3b8,TRAINDEV,2ce57a69c6a46d61c87e70cd3e58219ac6defccac63e746bece5cf17216e5e4d
AASCE:034,34,2f1fde60f1529e539c72b2ba64d2f05c37520df4c135ba328062b7b7f00e8ef2,LOCKED_BENCHMARK,30e0c4c6a49aa045bd89f42b4ed3fff6f161d2e763a983f39b940c3fecc52bb9
AASCE:035,35,677f0d49b76ee5b76d0d84292037561c80f4845f2fc9fb96ad0f3654f13cf82a,TRAINDEV,64387e2f88b9cb5cb2b071ef04a56e42fc49c33c80fc6313cbf57c72cbe37998
AASCE:036,36,2e3f19ad0e88ba323fb871216f1f9a929e029b5ef39b18a0cf314b8c068b4def,VALIDATION,57939b5665e38ce29f8c3d878fdf9353bfe29333ff19417a5a7ac0bc99427ffa
AASCE:037,37,7712bf2a34aa20a34113130b915e7f1b2aeade84f30ef240140edd5f9c88e798,LOCKED_BENCHMARK,aa4f1573d1a229fec9b29d6c77bbae10bdf5b696e2efde128b9640e92e58d9f7
AASCE:038,38,d8b6ce5e2444664e24e8e10f25a0118a2b5793f8f2b5e6604addd782e337fe99,TRAINDEV,3e4aeaa282c332a2f7ff2ca191e429d0f6ac1b828257e18531d525e3bccb9e34
AASCE:039,39,cb6f85182380667e086a589bf52b849a1478a0f5327e678302a34aad0fd88372,LOCKED_BENCHMARK,ee4dd064b8c35091cd535dd17683118636d103df21876dafbeef5aff09526980
AASCE:040,40,eea8d902cfda73b85e75eba0c8c9a2346b7301d9ee9479994f5a581a4e478fd3,LOCKED_BENCHMARK,d8b1fe5d8d4e3455a55561602f4215f132f4ef66ad5c352a46afe2c42d29b674
AASCE:041,41,eea8d902cfda73b85e75eba0c8c9a2346b7301d9ee9479994f5a581a4e478fd3,LOCKED_BENCHMARK,46789c7d7f1fa2a43957697f422766916932e439b7ef8e11688e685c5a418308
AASCE:042,42,eea8d902cfda73b85e75eba0c8c9a2346b7301d9ee9479994f5a581a4e478fd3,LOCKED_BENCHMARK,b15607fc7096a5f3091247800d7734920c241d2b0c55c6d0ffa4f6dae68408f7
AASCE:043,43,eea8d902cfda73b85e75eba0c8c9a2346b7301d9ee9479994f5a581a4e478fd3,LOCKED_BENCHMARK,1bd24723f1d9cd313aaf8d558c3386f971312842c579e7f2d8076c812f1082d1
AASCE:044,44,d60c68a1ec429ec296b61feb7c4c28a7a56ffcfc3adb4742e55accdcaff84f2b,LOCKED_BENCHMARK,045e18743233bc60551dc4f7aaafbd537764f6c6ecae59a24860fffe99d5b3d0
AASCE:045,45,d60c68a1ec429ec296b61feb7c4c28a7a56ffcfc3adb4742e55accdcaff84f2b,LOCKED_BENCHMARK,449821610b9daefe5b8c8bc4e0543d574d175b38479f21434377a8e58d669c98
AASCE:046,46,6b3d7045b2d6d207b466b94115f95777dca4c3d6dd3cd2ddb2a40b95713ec012,VALIDATION,759e910a338f78597b6f9d4cbf947ffae42ca4c1a69a6cf7d5a5b4c4e763e8fc
AASCE:047,47,6b3d7045b2d6d207b466b94115f95777dca4c3d6dd3cd2ddb2a40b95713ec012,VALIDATION,d57544236d5cac19c8ae6211b7b15406ec2ba5b088d71155b972b576b66bb070
AASCE:048,48,6b3d7045b2d6d207b466b94115f95777dca4c3d6dd3cd2ddb2a40b95713ec012,VALIDATION,c0b23e40d9469c94d015f271d9c4656f500d6f93ec3621573b910a8ff942e6d9
AASCE:049,49,6b3d7045b2d6d207b466b94115f95777dca4c3d6dd3cd2ddb2a40b95713ec012,VALIDATION,10d1936fcd4739c9a45b7bd6700a9e4a42f4b4af36eb7a592d8842616e3d53ab
AASCE:050,50,4240ab835eb9bf0c9d49ccf1ff65b74fde31ca554de03d3e82ac76475e070631,TRAINDEV,ec3d1f8602f480acbcbc188e5b6c052f456df1f05e5cd0f4f58dd539a9bf344f
AASCE:051,51,4240ab835eb9bf0c9d49ccf1ff65b74fde31ca554de03d3e82ac76475e070631,TRAINDEV,ac804036194393a6f5b75d11a27665c969919db8d1313596b821d0ef6e15bc69
AASCE:052,52,4240ab835eb9bf0c9d49ccf1ff65b74fde31ca554de03d3e82ac76475e070631,TRAINDEV,a73aec474daad841309bfbfed6d54b8b48eb73d6637292808fcf8c4a839a1929
AASCE:053,53,4240ab835eb9bf0c9d49ccf1ff65b74fde31ca554de03d3e82ac76475e070631,TRAINDEV,2570d54d10a1c70aa832fce7aea1259ca4fdca9e35e9a998f3e33f6bf257b791
AASCE:054,54,4240ab835eb9bf0c9d49ccf1ff65b74fde31ca554de03d3e82ac76475e070631,TRAINDEV,d031db35a979ba30c2d2a4683a75406ef4a7a493a4f04b11ee6ad577a776a6b3
AASCE:055,55,c1090e208498193d8f8b4840f2ce4f0b2b6d9743f51b404aa62355902f3286e4,TRAINDEV,a11e22725d318298e240ca704419670dec3ea0456f26f9bc85d35c9951019066
AASCE:056,56,c1090e208498193d8f8b4840f2ce4f0b2b6d9743f51b404aa62355902f3286e4,TRAINDEV,43bab743504926b806bfe175723a0db0530f77aad7c979005a0183ec9cf64b4a
AASCE:057,57,c1090e208498193d8f8b4840f2ce4f0b2b6d9743f51b404aa62355902f3286e4,TRAINDEV,fba51f14f093e743701d97abe2da015465f26b5f95768f5e76d8cdeb1ad78b5c
AASCE:058,58,b2d2ee7e1c9a63fcacd19fedfa005a7905f820f9c9fd1849fbbe3d5eda746983,VALIDATION,1930213b2a6e8922edddeef9fcf86a15a7e3c2105f31876536e623fc31e5a698
AASCE:059,59,300e81572b8223e0df8d2f48d32e09863bfc0b0e93b0b99ab8820ababb0d6bd7,VALIDATION,a58c61b36800e0cc1739d584d9d5ac87a534ae2d0aa7b33914aaa64a32b85cf9
AASCE:060,60,f504825a72350f68057ed9e1daf5fc6647858065e8dda45ef2093b6e3210b5dd,TRAINDEV,a1978b8c0ad534bd6b344068379e36e8f86b702abc2bed6bdde362412db56d63
AASCE:061,61,f504825a72350f68057ed9e1daf5fc6647858065e8dda45ef2093b6e3210b5dd,TRAINDEV,dba6de3a585df2a5559d9318a26d1584bf86558d6ba9e9677b7536a28a23f2f3
AASCE:062,62,f504825a72350f68057ed9e1daf5fc6647858065e8dda45ef2093b6e3210b5dd,TRAINDEV,1a582d0412f430a05d221278064c60e179f8bdcb772345d95b2cd14ba51f230e
AASCE:063,63,64784d27404e7fd81be8ee15a6c8a2725f6f010564a94bb357df05cf55715128,TRAINDEV,8b4a63290805d85df6888c8a6bb8cf60d6c93252d54ad9be4179644101346d0e
AASCE:064,64,920e79455f7fa4735f04bde948de2f7f280133e5c6460c9bf309ededb3a8f9ae,TRAINDEV,8f1872cf071e1bd803ec628f129ad1cdfed136a7d6a4b9b38d51e92b8b3ceeff
AASCE:065,65,920e79455f7fa4735f04bde948de2f7f280133e5c6460c9bf309ededb3a8f9ae,TRAINDEV,4d3cd6e8aa3176ec49a137257dc20bca7bf242a088634081040d80af1d5d1425
AASCE:066,66,920e79455f7fa4735f04bde948de2f7f280133e5c6460c9bf309ededb3a8f9ae,TRAINDEV,5001bb2d5d3fcfc9ec96c19c3fc4b2a9b1307479262948fe546e5de97975be36
AASCE:067,67,920e79455f7fa4735f04bde948de2f7f280133e5c6460c9bf309ededb3a8f9ae,TRAINDEV,123fd1cc4c0466eb604f5e681e47f0c36a1a26a98ad300402301c1dd654cc6b0
AASCE:068,68,920e79455f7fa4735f04bde948de2f7f280133e5c6460c9bf309ededb3a8f9ae,TRAINDEV,65645d72ecedf8f12d45b6234d6077cf74d3c9f0bcfc64d2b480976135686e8c
AASCE:069,69,c3da601791c98fb84b94f08b91766342905c32c0264f3604e8414602d4c8e0da,LOCKED_BENCHMARK,b16dea2b4bbad12bda38c1aa1485901a93aab98982c6bcfe5648327fd8971b19
AASCE:070,70,c3da601791c98fb84b94f08b91766342905c32c0264f3604e8414602d4c8e0da,LOCKED_BENCHMARK,69a3c3e7a32f96f87b1facc4d7e57fc568b6d4b553fe080ebbdc4affc2e5f982
AASCE:071,71,5a6edab55eb9c2fe2b1b64610f778b4692bc61034cda5d0a9dc49bf4ce49e152,TRAINDEV,725eaddf3c29a0515dbeac40f0fb051557594c0796c9ca833944a3b37bb89c1f
AASCE:072,72,5a6edab55eb9c2fe2b1b64610f778b4692bc61034cda5d0a9dc49bf4ce49e152,TRAINDEV,995630fa7f4bf09a1f6094cefb9fb14fbccee2205cf37c2b7b71e060424543d3
AASCE:073,73,689fb54f364145e42d1991a301ed487d77ab42e1c832f10c7cd0e486958410e7,VALIDATION,30b996dc952faa63ea5777249498c6f6caccbcecb7733bfa0fee2af835d839e2
AASCE:074,74,ea57a7ca09b97102cfa185a58a0d9a60006e4d52f2ffefaebe34a1ca68e676e6,TRAINDEV,042bc8dbdaae7bfa6e5bd2617a5b0697a9a2ba04bb8ff53b45a4d09a23989c7b
AASCE:075,75,a3c80795cee435f14fad93217799af152bd664d5f867be825aad51ef5c4f28cf,VALIDATION,2bee7d2f49942c7d1982a85d2080dc2665ae8574bc60317abcc7f16f8d51970d
AASCE:076,76,8d55f2868b36a21f835b4e01852655fbb94416ad8ebd5a1f12451775a56dcdd3,TRAINDEV,1be3bdb58f46cbaf87318df1e88089d546dee24b485945edd56a29109ea3fa34
AASCE:077,77,26ac9bb34e2d553dd04e445bc0a4377d86232b2fcc97c35b21eb1594c83d8b22,LOCKED_BENCHMARK,4fd145df0f00f9ed2b79d89c26f8fd74c53efd05b4a5d18771baac49d3dcdb8b
AASCE:078,78,26ac9bb34e2d553dd04e445bc0a4377d86232b2fcc97c35b21eb1594c83d8b22,LOCKED_BENCHMARK,9a32e6c8fc6fe2dd79386b8a4ba8af86c9bb76ef8cf96a0092c1310ac8450d97
AASCE:079,79,26ac9bb34e2d553dd04e445bc0a4377d86232b2fcc97c35b21eb1594c83d8b22,LOCKED_BENCHMARK,d8cc917f6e6405590b2592052dd672b7d4ab9b9b5b132fc1895cf132d89def30
AASCE:080,80,9bdab979171c4d13b1febe1f5db5708fb06868380ba41e60e322c172f3313524,TRAINDEV,548be4a25b0ab420c0683f09993c87425139d4bb43f0f741004b0e777c712d51
AASCE:081,81,9bdab979171c4d13b1febe1f5db5708fb06868380ba41e60e322c172f3313524,TRAINDEV,ec148711b55757025f4ce50476147dc8c47f5c0266dc7154e06487237d7a2ba1
AASCE:082,82,07b74edffc535a10645accf1c6bd14041b023c2082e2a2805954fcf28aaec83b,LOCKED_BENCHMARK,5afccfe1033d0d2e496971fc6694b44aa1a49ff1939795fd2eb6c438b19df5b9
AASCE:083,83,07b74edffc535a10645accf1c6bd14041b023c2082e2a2805954fcf28aaec83b,LOCKED_BENCHMARK,e180812392c71018c46bdea45ab12cb47a856297124a23c458a072a87deb4cd2
AASCE:084,84,07b74edffc535a10645accf1c6bd14041b023c2082e2a2805954fcf28aaec83b,LOCKED_BENCHMARK,05f67762066c01b2791b38ee9794f1f3c375e69f85d3e57a4255cecf6bd87a62
AASCE:085,85,07b74edffc535a10645accf1c6bd14041b023c2082e2a2805954fcf28aaec83b,LOCKED_BENCHMARK,834fd45e08a49ece78c2e76b9f5894e2e9f201440b0ae8254b2f41931cf87a32
AASCE:086,86,07b74edffc535a10645accf1c6bd14041b023c2082e2a2805954fcf28aaec83b,LOCKED_BENCHMARK,b7e2fa8d07c595f822f87854e9b4e38e9a3283ba882be28d7825c57a95ae25ef
AASCE:087,87,35d956754b52045b13a8bd7741d1362475b70b614a5ec60536a4aa6139c160b9,TRAINDEV,0871657b87d3013d71d02d4841e82446a38afa8cf12514fb03da9bde58e6c487
AASCE:088,88,35d956754b52045b13a8bd7741d1362475b70b614a5ec60536a4aa6139c160b9,TRAINDEV,13a4cd5988af19c0327c8428a9ec2c7b81f38520fd9fa80c7f0eb5f144fb42d5
AASCE:089,89,4e4be25b1d6b103d34f27d5aae64a07ecf9b23d3e2c2f661c7046ff639133c5b,LOCKED_BENCHMARK,ffc5982ce29e621702ddadab72a354b7c6575e5c64566b6cbc9a94915cec5bf4
AASCE:090,90,771a81429557f5235cea0d5b4b5d85d27f64ffc5f1fa67f88802f1fa969100e2,LOCKED_BENCHMARK,bcb147443358f2e298610e9ab2dbb3c27292c67031c40c42898c525aea8a2dcb
AASCE:091,91,97d5adeac4911ecd0dd9e47752d5b198307acd213b5b95f6e4c261036b937153,TRAINDEV,02d06986ff79cc010f3d2617836d31f8e133b4fd1bffb6c9bcfa6feface9dec9
AASCE:092,92,97d5adeac4911ecd0dd9e47752d5b198307acd213b5b95f6e4c261036b937153,TRAINDEV,b081e9035d6beaa12086d3f5fb4483452271dcd793aa084410a827408a29ea16
AASCE:093,93,97d5adeac4911ecd0dd9e47752d5b198307acd213b5b95f6e4c261036b937153,TRAINDEV,28e634fd330d8a4e52bb62a22457d74dba394df5dc4eaf3fe56061a217920f7f
AASCE:094,94,0db47350ec32e18b745024c545b8278212de0797fd1f1655557e3a3c035a543d,TRAINDEV,cb50d91d38dc087cd66f09bac9453d2d8dd5e17fb0bb3210b69f1988a0c99a87
AASCE:095,95,37669ae69c6c828e5f5a68b6b8cd9c38e726a6c97f5eedd3873ffefb9ccd1026,LOCKED_BENCHMARK,5f2046757ca6dd0671afa6628965db5cd4fbfff8e5d62c1645fb8d3db7719d44
AASCE:096,96,37669ae69c6c828e5f5a68b6b8cd9c38e726a6c97f5eedd3873ffefb9ccd1026,LOCKED_BENCHMARK,bab4fee0e617fa5d924c9fc872a782c33535d19f4e94524f86737ada92a12e7d
AASCE:097,97,37669ae69c6c828e5f5a68b6b8cd9c38e726a6c97f5eedd3873ffefb9ccd1026,LOCKED_BENCHMARK,649382907110365665dc507961c66227cb9c39169a1be47479945b750136f6ed
AASCE:098,98,d724b5038654bfc31839b087622e7a75c2eac50159ee3d9ffb3c4289b9c21352,TRAINDEV,da17e3c055cbf39a89abf00f0a7be84981bda7097ecb470b69effef68ffa5adf
AASCE:099,99,d724b5038654bfc31839b087622e7a75c2eac50159ee3d9ffb3c4289b9c21352,TRAINDEV,7f1d3d73d0161f3d4b95ffed502d96ae8db25c75da0a97b8329b09c2bfdcc3cd
AASCE:100,100,f13586af5fd9f22c6a2b14952ab57316159001658ac8555e9ceaa78b4b5be396,TRAINDEV,4f0704f7ff25446edbc9d87abfd72ac55f126e71e5e2b4091bc8c42fb803d650
AASCE:101,101,8d1e9e6040c3535136e24f8088f8ba66190c9ca4fe425d1729b929f4a058407a,LOCKED_BENCHMARK,078c2a074e9a9ab269b5a94a5f76fc884c81e836143831f542d91c34b433c27b
AASCE:102,102,8d1e9e6040c3535136e24f8088f8ba66190c9ca4fe425d1729b929f4a058407a,LOCKED_BENCHMARK,44cd3b2eaf01a9ad0f5aa2d8b9f625d018c9d910c9f482ed93dbea9fc7dafe7c
AASCE:103,103,8d1e9e6040c3535136e24f8088f8ba66190c9ca4fe425d1729b929f4a058407a,LOCKED_BENCHMARK,4e474e96e07a2f8dff0b480ad7cd06fd6de35bb52a599dd341d6253cac7cc7ee
AASCE:104,104,8d1e9e6040c3535136e24f8088f8ba66190c9ca4fe425d1729b929f4a058407a,LOCKED_BENCHMARK,ea52072a9dfd1299ede7bd93e36f15938e93ff5655a692ba5da6587157311d21
AASCE:105,105,8d1e9e6040c3535136e24f8088f8ba66190c9ca4fe425d1729b929f4a058407a,LOCKED_BENCHMARK,e19434b460e12a07fcb6b87bbd52c1bf666b4be0f4344348bda0673ef77b4b3d
AASCE:106,106,bc7951ec86f8a37494d85e22749a2ff52b677c70a1f411e49fce880be8370c69,TRAINDEV,0fbc47ffaf47e5142907d728150dd386bee416e6ce6e59a0807d626d00e041b7
AASCE:107,107,bc7951ec86f8a37494d85e22749a2ff52b677c70a1f411e49fce880be8370c69,TRAINDEV,d35f294271365d857d806b8f3acc7c0a49852b5dd32930a8e887c2aa9668708e
AASCE:108,108,bc7951ec86f8a37494d85e22749a2ff52b677c70a1f411e49fce880be8370c69,TRAINDEV,64563021e10f4fb0681239d698bf82e72e4751d3b61ce98675cf036316e50f42
AASCE:109,109,bc7951ec86f8a37494d85e22749a2ff52b677c70a1f411e49fce880be8370c69,TRAINDEV,ff9c1c9d1cce165e58ecfc9f022e9952aa856b154b3da73b56655b6fabcfdc24
AASCE:110,110,19eb1e84a8f734030cd7b770041e4f9f32f79e41fdcb5ed2894877185916df95,TRAINDEV,6bdedb4866647922f103bff3de6cf17b19e5797284364d81e7a929862173ea5d
AASCE:111,111,19eb1e84a8f734030cd7b770041e4f9f32f79e41fdcb5ed2894877185916df95,TRAINDEV,63faae064d069cf642bd9bd1bbc82c691a43cf874862a13a6a9added2254f305
AASCE:112,112,6c7bf42872eff26ba5dadfd406ced00627c8b5c2cf0bda251bda028793c53024,LOCKED_BENCHMARK,9391ce090a000ba0547c0a68c5dd34376c34e51ecb5196fbb6265e52707d4258
AASCE:113,113,6c7bf42872eff26ba5dadfd406ced00627c8b5c2cf0bda251bda028793c53024,LOCKED_BENCHMARK,5eac334e0048df676845605720828f03e3cf93d5123a529a61d4d6afb01659e2
AASCE:114,114,ed2dd04de425dc9a671bb2f47777df511cf1e1e6089a30bfae0ec23600e3c66c,LOCKED_BENCHMARK,4f57719d7f8bc45128cb691bcc46d3153d7a51436cfe90a44de53e934df46386
AASCE:115,115,ed2dd04de425dc9a671bb2f47777df511cf1e1e6089a30bfae0ec23600e3c66c,LOCKED_BENCHMARK,ce08049f96988a61ad877face2fa4c80263d8614e273b3a683290ea7aee67efb
AASCE:116,116,8a06a2d30193963a3246c63498246b133a76a4abad60cbaab979a84a5c9e74b0,TRAINDEV,eb0557d9450cf2080ab78f4f056e5f66900693a134a484858aa997a8e4561218
AASCE:117,117,cd0afea0b4111b2c23040a59ad2392da17edf6e431960ab54f6328df60040c69,TRAINDEV,2eb4996343cc7bf7a894ed03c04eafeb31d0d349f6cdd548333a745e9b812ac8
AASCE:118,118,cd0afea0b4111b2c23040a59ad2392da17edf6e431960ab54f6328df60040c69,TRAINDEV,532b091ef0a4918d4a16504f27b360d3836490438b9c98f5465674dd9b94ac3f
AASCE:119,119,a46ed88869a4fe296c71cda134d7be39e9a0a98882e3d88ca6a9052823464338,TRAINDEV,0e30ada7a67fa32d0c5ba1473df34f4231ca5d54caea262b1bc2e2acd7b3e884
AASCE:120,120,ed0b721c2e738717dae6a64a4ef7cb7f622b79f65d7d976cfe0cb526e2e5f052,TRAINDEV,a49261b35808edece96aeb1ca4ff49d726b49bcf0997778b12619022114a5e26
AASCE:121,121,eb12bb0897afeb2382bea573ddd2eac5b5f8ba0a71fd4c3a2e9db08cbafb15de,LOCKED_BENCHMARK,1d9e2aaa2fb91a1fca039f3572470dd0d2856a295957c57d58f76f48ca40e3f0
AASCE:122,122,eb12bb0897afeb2382bea573ddd2eac5b5f8ba0a71fd4c3a2e9db08cbafb15de,LOCKED_BENCHMARK,de71810e235ec70e26adc5e0de2da94656586665a7ad3c9d1f1b9e38f2f65de9
AASCE:123,123,eb12bb0897afeb2382bea573ddd2eac5b5f8ba0a71fd4c3a2e9db08cbafb15de,LOCKED_BENCHMARK,41e5768fb31043e707b54678c1cfaa5740e3f7df6ef92a9cda05db873939d401
AASCE:124,124,eb12bb0897afeb2382bea573ddd2eac5b5f8ba0a71fd4c3a2e9db08cbafb15de,LOCKED_BENCHMARK,3d43547dca569a42c63794c4b6f44e5ecf9b53a782057fafe9949fa450eaf196
AASCE:125,125,eb12bb0897afeb2382bea573ddd2eac5b5f8ba0a71fd4c3a2e9db08cbafb15de,LOCKED_BENCHMARK,b8359f81cba2e6afe729025978db24053cf94a3be1f71a189e7d4aefc083f0d6
AASCE:126,126,eb12bb0897afeb2382bea573ddd2eac5b5f8ba0a71fd4c3a2e9db08cbafb15de,LOCKED_BENCHMARK,d2f2ae0260f0871de44d9bce4a08c1562b0f502c18c1ae0ca0d131881da7fb37
AASCE:127,127,eb12bb0897afeb2382bea573ddd2eac5b5f8ba0a71fd4c3a2e9db08cbafb15de,LOCKED_BENCHMARK,ef3f1e15c467ab65e05081bda137d6dd5134438a5906621bc961832e492cb6a3
AASCE:128,128,9eefc68542f3707430c941b9988c1454527dcfa74620c44ee143df3da26706b8,VALIDATION,a597919a36412bff39a2b4ee77b1d694d5b0a018bbae55aae6621b86e4303350
AASCE:129,129,9eefc68542f3707430c941b9988c1454527dcfa74620c44ee143df3da26706b8,VALIDATION,5fbc0fd53baf54d23f8c56d17db30475dcf0b6e884024d906d2850bbefbd4eb9
AASCE:130,130,9eefc68542f3707430c941b9988c1454527dcfa74620c44ee143df3da26706b8,VALIDATION,65eb4668f0215fb6be9937e09280002e2223524169e04a8b0d483aad1638716b
AASCE:131,131,9eefc68542f3707430c941b9988c1454527dcfa74620c44ee143df3da26706b8,VALIDATION,f371a0d9707b68190bd297fa54fe0568e24adee258ba83f5fb44fc14acc29136
