case_id,subset,filename,image_sha256
SPINALAI:000031,Spinal-AI2024-subset1,000031.jpg,f7ac1e8ff23fb046e305e5ba88eac2317320732527740fe296d8c584b4d042db
SPINALAI:000032,Spinal-AI2024-subset1,000032.jpg,962feeac27a46a461fd56269bb6147150a717d0cbdf997f97f9022c39126da5c
SPINALAI:000033,Spinal-AI2024-subset1,000033.jpg,f060b19f4045adb488d9b5d62ffa3d06c26bf6d792ece669ef86c973b2b08565
SPINALAI:000034,Spinal-AI2024-subset1,000034.jpg,bfaf439368e8867286895a9b390f479c17b1338277b02c8a8c533dadac6e7e16
SPINALAI:000035,Spinal-AI2024-subset1,000035.jpg,a345fbfa969667fa635d7159906b53fbbf478f80169cca88190a614b7f643d46
SPINALAI:000036,Spinal-AI2024-subset1,000036.jpg,e5625eca3f2fa2242b58d378e27484b9fe2f7f30fbd5de7655bbf9bcaf104bbb
SPINALAI:000037,Spinal-AI2024-subset1,000037.jpg,2b948748a36438a6a15094d2d98b651738d4f2ada93339dceaa7da797a8ef4cb
SPINALAI:000038,Spinal-AI2024-subset1,000038.jpg,069ec04b04d370648e80559c27bf78367a0794c0d87ac2d6cabdd71c44bfaa0d
SPINALAI:000039,Spinal-AI2024-subset1,000039.jpg,445c597f64d62b3d2e653d732661c5d97ae48ac973ac2a8ac5b3cb2f298d413c
SPINALAI:000040,Spinal-AI2024-subset1,000040.jpg,a2fca31e4e3efd8e8c4aa0d99535836856b83d1e11eab1eade1f09c5665a0b4e
SPINALAI:000041,Spinal-AI2024-subset1,000041.jpg,4f6ed921eb517f302bc9922ba8652de3b7f258aceeb512877d7065dfe911ed10
SPINALAI:000042,Spinal-AI2024-subset1,000042.jpg,0c2c4e2d15bbbc5e62aa937cd560bb56f927badf5da1fc32cb8e45c960db8684
SPINALAI:000043,Spinal-AI2024-subset1,000043.jpg,416fc4ec4071b6eff1a7d0fd154b587d4ad2b500da433aa841d6403c2d766242
SPINALAI:000044,Spinal-AI2024-subset1,000044.jpg,113c093ffea39f3c0b00dbda8196f7a9d6315b55ea7911c675b411b4fe2fd5e8
SPINALAI:000045,Spinal-AI2024-subset1,000045.jpg,fd79d26bd97d2bdcdddbbaf620a5f628932dcbe78e98972e279630513311f4b8
SPINALAI:000046,Spinal-AI2024-subset1,000046.jpg,881d099b7ce1edf6d38d2370b31d24c0db94764a984555f5c60fa2890785374f
SPINALAI:000047,Spinal-AI2024-subset1,000047.jpg,c6903a3b02e3d4b9c676b645858a94f68e6568d2a3087cf4a79589fbb1d2cbb0
SPINALAI:000048,Spinal-AI2024-subset1,000048.jpg,17b856ebc4cec78dec9b44ed785ba10503443e1a78c35768bbaa2dbbecfdeec6
SPINALAI:000049,Spinal-AI2024-subset1,000049.jpg,d1726cf9ce871f87c57204c6669f19e7fb8dda22aa43fcac37b71a4ee57c4ed5
SPINALAI:000050,Spinal-AI2024-subset1,000050.jpg,48c3ba17ed258a1b97070ceff4d940316cf0c33d29420292fa799cfb69552b42
SPINALAI:000051,Spinal-AI2024-subset1,000051.jpg,2c6562379981c0d2f60fbca000ab6ec5eec42fb6e6b6f8cdebd7007c8db0a51f
SPINALAI:000052,Spinal-AI2024-subset1,000052.jpg,6686943fa0ac19cf45556081f1cdd2bd89443ba398e1c4b11e7390ccd67a1102
SPINALAI:000053,Spinal-AI2024-subset1,000053.jpg,806510c1105ae234b0270832535bbebaa9a05773ae19780ff751fd03fee8ccb8
SPINALAI:000054,Spinal-AI2024-subset1,000054.jpg,b0b3f411a450eb180429d7b036bb37ddacb2985910a3602e22b59d2f80a38174
SPINALAI:000055,Spinal-AI2024-subset1,000055.jpg,a027ab928a63d8a102f54405859e39701c6b3851247100fac55fe867af92e633
SPINALAI:000056,Spinal-AI2024-subset1,000056.jpg,45aaf65319b4b9156bb22727963d26e26ee9dc440ff8e03a856f4e6518de8e9a
SPINALAI:000057,Spinal-AI2024-subset1,000057.jpg,b51934973618370cfcf5e52ee0e72aa7bf10ceb7ec475645614bbd4463018e45
SPINALAI:000058,Spinal-AI2024-subset1,000058.jpg,335a488a378a5668771d4cded5e9ffb3d34598041564b1bd4200bd70c2177b30
SPINALAI:000059,Spinal-AI2024-subset1,000059.jpg,154a714a59f2848fbc180abf3340fd257b4d567f8bebba7f66b3d1b8630ff7fe
SPINALAI:000060,Spinal-AI2024-subset1,000060.jpg,abd3f66ef3a6c50a02d58d6a19d15902af0b054b9fdfd7264ebbc708aae72141
SPINALAI:000061,Spinal-AI2024-subset1,000061.jpg,c1ec4e9095e0aad57800a3a7bae341ebb01e66eddb8ad80e1c6bf4ff55174a4e
SPINALAI:000062,Spinal-AI2024-subset1,000062.jpg,3f6cb4e3011dd2088539047eff4147b274635a45b433dda6fd143b3ac5ae14ff
SPINALAI:000063,Spinal-AI2024-subset1,000063.jpg,905ea903eded8f0e655775d296d4582b69096cf1bf0e6cfcc1b6f88f4ac498aa
SPINALAI:000064,Spinal-AI2024-subset1,000064.jpg,e2879a5a040fe04b4ad1ecb3cfd129d1e5d8831fb0837ebae3827eff39a2f45b
SPINALAI:000065,Spinal-AI2024-subset1,000065.jpg,262766076bdd0fc9683d2d8d5054daaf892d922298b7537c56289d0690781596
SPINALAI:000066,Spinal-AI2024-subset1,000066.jpg,8a7943b1a590c498789c6223982900dce02bbc63e69fbeedf70b28727dbb3dfb
SPINALAI:000067,Spinal-AI2024-subset1,000067.jpg,e5f75334d9e9dc611424d713de31e05e0cda5fb9a98a081164bf7bb806fc5a71
SPINALAI:000068,Spinal-AI2024-subset1,000068.jpg,c1c5666f6e49f435d9074e49e33e22a6ecc41cb7624ab456fb97b86252fa56a0
SPINALAI:000069,Spinal-AI2024-subset1,000069.jpg,aa699922b0c049c3c10a7157b0c9bca522eb22e03d1d7a93c753264536981d36
SPINALAI:000070,Spinal-AI2024-subset1,000070.jpg,94a98733b8fdc73755fd958e5f1657c23d774c8119ebf8bed438c7689032c625
SPINALAI:000071,Spinal-AI2024-subset1,000071.jpg,82f45ca42fe55b4808bbdba4025655048549f82a3d9b854d46f78f487c801a80
SPINALAI:000072,Spinal-AI2024-subset1,000072.jpg,4f01c7861d9381346612f573aed0e76db9ba5069aabbfb99685ac5572b6953a3
SPINALAI:000073,Spinal-AI2024-subset1,000073.jpg,47e2d158430464cfb010992d4c4ad47b912e15cd0818552624fa132c6f30ee7f
SPINALAI:000074,Spinal-AI2024-subset1,000074.jpg,02fd2dc852e26a4551f779499c81224d0f5dc9dfcc907986f57e95d067bee6e3
SPINALAI:000075,Spinal-AI2024-subset1,000075.jpg,5f00e146d40fcfb4aa93f6cf566cae9034be3c0b47917145cc0f1c319d2473b4
SPINALAI:000076,Spinal-AI2024-subset1,000076.jpg,76fb17075b4e8261d48ecd49f79a5fdc9db6a1f2da21d3f494823679451b2783
SPINALAI:000077,Spinal-AI2024-subset1,000077.jpg,766d8d588267487ae8e37dc60a258df620e9219dc452a6e04c99f91a4cc2bb2a
SPINALAI:000078,Spinal-AI2024-subset1,000078.jpg,6751279b1f4bfe5c457637bce23463e63d40b9bfc822b94b51265bf0e4a76080
SPINALAI:000079,Spinal-AI2024-subset1,000079.jpg,7d47741abeba8a166adf228e831ed8d883a3f30900115110c568b6201513e335
SPINALAI:000080,Spinal-AI2024-subset1,000080.jpg,5386218ab152de2593ad8d197c70931939d6b043247a999ff818f431d177489c
SPINALAI:000081,Spinal-AI2024-subset1,000081.jpg,31b7a8237d8787d142da4404d5905de1ed28a32f0bedfd09ba3052e17997972d
SPINALAI:000082,Spinal-AI2024-subset1,000082.jpg,8f3dd8f8b0b324c240c7827159c2ee05dba9e0d22f8bc26113cf32b7c88ed0a1
SPINALAI:000083,Spinal-AI2024-subset1,000083.jpg,5cda9e1710c4717dc63ef82383557c1d9a048243b01cd2aaded5262c3d105069
SPINALAI:000084,Spinal-AI2024-subset1,000084.jpg,0d8359c20a5562d69a0349a9cd3df49a8ee3069b9fd6cfeb963524818adb7ebc
SPINALAI:000085,Spinal-AI2024-subset1,000085.jpg,77b3a21891ac67c4eb79de1ba44ee9eb778aa63f9b9f8ffbc3c4bae722b5ed6e
SPINALAI:000086,Spinal-AI2024-subset1,000086.jpg,a78adbcf71b7b421b88342db6c31380a34dbfe7f455041eda3e3f10913f55a26
SPINALAI:000087,Spinal-AI2024-subset1,000087.jpg,4853f4a0fb05ce8e8d86a7de604555f9042c526d47df5e93ec2f42cd20ec42a0
SPINALAI:000088,Spinal-AI2024-subset1,000088.jpg,2788f49ddc9851e9c8ab1275e0e367196d552abfb35cc4387a39f0068874c3a7
SPINALAI:000089,Spinal-AI2024-subset1,000089.jpg,c2031fe19f064ea00add45017d1c8edf6fd0bf3bd8738cc8f0b4bb927dbed005
SPINALAI:000090,Spinal-AI2024-subset1,000090.jpg,632649416fed8a20452a6d7d61eab486e954d764031516825447a6f60bbea9f3
SPINALAI:000091,Spinal-AI2024-subset1,000091.jpg,a66a561ba48a0e2afbd9b5058da36481dae9f68ed8bb0063f1c9df778dd7447d
SPINALAI:000092,Spinal-AI2024-subset1,000092.jpg,2fc556304705469ecd7f0be70a47d4add1e0c26357d913f1b931c1b105f098f1
SPINALAI:000093,Spinal-AI2024-subset1,000093.jpg,87c3784d817aba547cf7aa586353d2589586ae1146f0e5302419abc0f83bf310
SPINALAI:000094,Spinal-AI2024-subset1,000094.jpg,c5707e421d2d82536de796bda704256bd0860cf2314d8b1b3ccb3760eb1c1e00
SPINALAI:000095,Spinal-AI2024-subset1,000095.jpg,f6e30ce52c6d3d41bc85f84b0b056dc6f13d684fe956a29a0c37774a38f60844
SPINALAI:000096,Spinal-AI2024-subset1,000096.jpg,34fedd1975df4e9828fdc01aa60243b25edee5d3f2cf6548cc0f62aec5909a93
SPINALAI:000097,Spinal-AI2024-subset1,000097.jpg,047bbead940979c0c1016518d42b434271473ae8e2b0126d25f837e184ea9fdf
SPINALAI:000098,Spinal-AI2024-subset1,000098.jpg,02cb0d79afc6c3dad438cbcc2734c9fee2dd6d1920a1ee6322405ba9a2d3d3be
SPINALAI:000099,Spinal-AI2024-subset1,000099.jpg,cc37ae36cdf243e026f3229ca4700b7112e2546bee9c139419b4a6e4cb9c75f6
SPINALAI:000100,Spinal-AI2024-subset1,000100.jpg,590fe272dfe0229c8358c42e8294d257a50ce7d18423f9e068ade18c3b49c9ff
SPINALAI:000101,Spinal-AI2024-subset1,000101.jpg,df8e43d1f6d972b3f559ed3c6558fb88b3125f1209b0862ed09daddc1fc26fca
SPINALAI:000102,Spinal-AI2024-subset1,000102.jpg,a3cab65874ad5edbaef7fd456a230d775a4ba8365a10371f603742660bc1885b
SPINALAI:000103,Spinal-AI2024-subset1,000103.jpg,39289dc8d9c2da643f3437aa531b50910fbad82314fc9bff46a99cbb687ac051
SPINALAI:000104,Spinal-AI2024-subset1,000104.jpg,1c62095dac5890fe5a20dc27b6647b28645b219041b82083199926eb62ce7da3
SPINALAI:000105,Spinal-AI2024-subset1,000105.jpg,6be9aa67ea7a0ecd24261e21e1515b7593a206eb07c9092ade8f4bb61a44b8ab
SPINALAI:000106,Spinal-AI2024-subset1,000106.jpg,d3496a08ffa5ea2d776220e4f4b7380013d75888250f9bda1cf149929e1e53d0
SPINALAI:000107,Spinal-AI2024-subset1,000107.jpg,7d17c8a37ce2451d4bd0f5ff1dc0bc6705fd20646bb41279f97a403cf9b76e8e
SPINALAI:000108,Spinal-AI2024-subset1,000108.jpg,39721e9c969bc572c2b41c46cb7ff63a46a44b782963a851941d7459aa7903bd
SPINALAI:000109,Spinal-AI2024-subset1,000109.jpg,c9fa17d5b2ef7eae972957583daca30cc9f57981ef01355784e97cb7b4882790
SPINALAI:000110,Spinal-AI2024-subset1,000110.jpg,0c88e8d3cad2e80f080575ef4a49c850bc78212b1f061221b3a65ee6553e6cfb
SPINALAI:000111,Spinal-AI2024-subset1,000111.jpg,21704d22c21a6ac3ca2aa11b19f096ecbfc82adbbe5630ff7d1d4903e5773b41
SPINALAI:000112,Spinal-AI2024-subset1,000112.jpg,a81bd5daa0d76aa0357f704576bd1a5aacf978fea3232d9332fd4976fd535dab
SPINALAI:000113,Spinal-AI2024-subset1,000113.jpg,e7453b32b8a8ad2e90ced3df7e10a4c4ee030cf4511e2511df57a2f2550ce7da
SPINALAI:000114,Spinal-AI2024-subset1,000114.jpg,0020e4f0e7bccaf4eed00a7af5f312fe2e9bb20b18f7242d021e3cffa6f23d6b
SPINALAI:000115,Spinal-AI2024-subset1,000115.jpg,3287e889dc0b846b8cea20115f1951f261b6c5ab773c7cd72d8915c61f9e5b10
SPINALAI:000116,Spinal-AI2024-subset1,000116.jpg,e842e982b683c1e2c2f7e6794ce3521c51bbf6dc69421151a5c9661e0aebc399
SPINALAI:000117,Spinal-AI2024-subset1,000117.jpg,59379f4a29fbbbc2c326c878194f38bd6e3831fb9ecadf22ba17be73e1ff3052
SPINALAI:000118,Spinal-AI2024-subset1,000118.jpg,ab1d40e9de79fe320dc7a5386ceef470b6eee1c5ec849e397bac01285c26a1e4
SPINALAI:000119,Spinal-AI2024-subset1,000119.jpg,e1a8a88fa2f9b1014c3625fdd296ec4f4d6d9d6be6857d96f14e09cbbd59ec25
SPINALAI:000120,Spinal-AI2024-subset1,000120.jpg,55f694142e11e4e63ee038eb622b57ce7bc6c3bc2d14e39e6ba60f0de949cc1e
SPINALAI:000121,Spinal-AI2024-subset1,000121.jpg,48f2877c4d104665f70ede1dfc095f0d8311332c7b1d84e42ec030d0371f4817
SPINALAI:000122,Spinal-AI2024-subset1,000122.jpg,6f03ed3b6cf6aeaf95ab64bfdab691ceff921c86d03ea595d5a6b90976d44eeb
SPINALAI:000123,Spinal-AI2024-subset1,000123.jpg,7a7cc1f59a1fec925bf576a3739e39a23bdd1f3849f7161f19727d18b1083e7d
SPINALAI:000124,Spinal-AI2024-subset1,000124.jpg,595d41980ad29b6fe9afde22622a0c00f4e1258e454064b8d6d8dcb13db2a35c
SPINALAI:000125,Spinal-AI2024-subset1,000125.jpg,56b8898d5723e4df7a3efcd5fc7d3146800b58eb89eef8263fb5f88bdb2e2425
SPINALAI:000126,Spinal-AI2024-subset1,000126.jpg,6feacace1fceacd59d7869b837c8a459ca6442e42e30ead7e1be40ce0876da9b
SPINALAI:000127,Spinal-AI2024-subset1,000127.jpg,47281d322fd1bfd4c3ea144e5eacf9f040a8524c4c8ce8db4ee59391da7ecfcf
SPINALAI:000128,Spinal-AI2024-subset1,000128.jpg,fec7c6e80ffa2f29054df9380c46b937ae81221384720b88119cfb526a212839
SPINALAI:000129,Spinal-AI2024-subset1,000129.jpg,a7f9dfb2969c497e384d555d7649ee6786ed9d83b754149144451c51b042dbd3
SPINALAI:000130,Spinal-AI2024-subset1,000130.jpg,85235ff5b1003328a0d3af494dcba5219d9a18ae2d46080b89704194a2c44058
SPINALAI:000131,Spinal-AI2024-subset1,000131.jpg,201370c7c0f6cc56f68f0cc0bd78386a5db07d144907111edc992b2ef8becf63
SPINALAI:000132,Spinal-AI2024-subset1,000132.jpg,8d370711268fd2360dffbc8ddbb70bc54799d168bbd76210bcb3b4dbc8d4f2b8
SPINALAI:000133,Spinal-AI2024-subset1,000133.jpg,e3eff54ae0196558b6f81f52c7d85cde4e8cedaf1e77d1bc5ecadbde32fdbd44
SPINALAI:000134,Spinal-AI2024-subset1,000134.jpg,97e71b613042b04bb93773801a5ca3ec11026e7cd6a0fdf1cf0dfba75ed9400b
SPINALAI:000135,Spinal-AI2024-subset1,000135.jpg,b24edc6201d9db849a62bef4875d5b37ef1dea867ba50e4f80574dd04112a115
SPINALAI:000136,Spinal-AI2024-subset1,000136.jpg,2681ec70154639d3f929ef7dde34dee935e1e59cfb9a32d339d2211bb1ff1916
SPINALAI:000137,Spinal-AI2024-subset1,000137.jpg,a1cebbead02bc871620149e46e743d07de3cb0e8446801c4a51c4538017d4edc
SPINALAI:000138,Spinal-AI2024-subset1,000138.jpg,bdae85d7cbec97194b86013d9521c05ca82b4f2f36c486f3e707b174c8d12d7f
SPINALAI:000139,Spinal-AI2024-subset1,000139.jpg,83dab78ac61615b5326020dc0d23dd456dd0ea1c03f3e5c7bf8d53a0482f1a48
SPINALAI:000140,Spinal-AI2024-subset1,000140.jpg,b477affa1004bf09029943ad39a14e908b05bc50f136ffa5e51b844693f767b4
SPINALAI:000141,Spinal-AI2024-subset1,000141.jpg,26c7fdce2f184904f0299426b8a883587bc9f8c87fac411be3e320e877ff95b8
SPINALAI:000142,Spinal-AI2024-subset1,000142.jpg,7e89efb3db41dd2e4c18aaf5b502cc70b4fe38f0b78bebbaf99347cccad68cce
SPINALAI:000143,Spinal-AI2024-subset1,000143.jpg,4de96a3eb80fd13772948a863412c4a3746a45b2b761d982efe1512a87b9deae
SPINALAI:000144,Spinal-AI2024-subset1,000144.jpg,b6e4ed5cfe919f59691c191d04ca10886ad2cec9b9c0a17061f7c1d3989dcf39
SPINALAI:000145,Spinal-AI2024-subset1,000145.jpg,a77a1e73d4ecc9b7698b3b19c58b9d084ba1d01d19e097debaa7e1013e5f7a55
SPINALAI:000146,Spinal-AI2024-subset1,000146.jpg,16f73eba0f4f527c896e43c05f8ccd7f0be72f4f852f075d3aeedf114e24c45f
SPINALAI:000147,Spinal-AI2024-subset1,000147.jpg,88f5326fa3dabf22cb0c0d0cafbaab77a6cc047884579cfd783a36dbdc78a18d
SPINALAI:000148,Spinal-AI2024-subset1,000148.jpg,63074b3e00ce752217c7ec673f0f0057a6f761df16292b55eb2ed13670399ea9
SPINALAI:000149,Spinal-AI2024-subset1,000149.jpg,4efffaedd24071b4efbe8088fe6f6791f2692a017ef9fc56db8b10e959c2b256
SPINALAI:000150,Spinal-AI2024-subset1,000150.jpg,ed64e58ce1205eef87b4f21a0b1e8405431557f59d5bfa5342a2a333aff02e73
SPINALAI:000151,Spinal-AI2024-subset1,000151.jpg,e9eeb8edb3d25f08735a1c0b579f4fdfd26099dbac4aca0fe3cf129afaee4524
SPINALAI:000152,Spinal-AI2024-subset1,000152.jpg,904d9eb9435fe17fb34ffdf491ed162f7d359b3128d710d9d321f95d3cfad3f5
SPINALAI:000153,Spinal-AI2024-subset1,000153.jpg,e267a5d13628f5069b4795640d6b108674d466a96ea38ddc70e9be29e3d2f11b
SPINALAI:000154,Spinal-AI2024-subset1,000154.jpg,d07c431c9fc4ef703383ddfe6a99ef9cbec89b49e2a2b3cbc6b10d13f01a57a9
SPINALAI:000155,Spinal-AI2024-subset1,000155.jpg,a11ba74bbd424b36b8aee3dac4b95c9b607b52168294f61492d1c9e58aa623b3
SPINALAI:000156,Spinal-AI2024-subset1,000156.jpg,1c61b271d32597176d93db012b1d9880de9063c57009a2790789f40e3c4b9f83
SPINALAI:000157,Spinal-AI2024-subset1,000157.jpg,f4e59a87bac523629a58b53a7d84eb2b319e37ba19b537804d78c5e5b53d0ac2
SPINALAI:000158,Spinal-AI2024-subset1,000158.jpg,787dd7fa1faa64e9e55baa39a0317c6f8649270f7f955027e53688d7ed75ffd9
SPINALAI:000159,Spinal-AI2024-subset1,000159.jpg,505bc628e3016c190479647ee2efaf5e9232f25f73d41384a404221772ac4483
SPINALAI:000160,Spinal-AI2024-subset1,000160.jpg,f2e7764b0f185075dbdf6453708000f107f6deee1e8db018a35054c375515ef6
SPINALAI:000161,Spinal-AI2024-subset1,000161.jpg,cb3fc136b30c54b9e55cce9cc3bf5a2c6ffc537f8bf4aabeb0a42833345e8d61
SPINALAI:000162,Spinal-AI2024-subset1,000162.jpg,0a74738b2e4ec97abd69bea01e52641c80edfd9d33df00f60726e70a790e5d40
SPINALAI:000163,Spinal-AI2024-subset1,000163.jpg,1b232a5d10872e0eef50f48315b461558ef5e1135fd05e41719f86331945f85c
SPINALAI:000164,Spinal-AI2024-subset1,000164.jpg,4237a3a805cca944463a779012e016f136f6f3f24dc14d0b2f5bafe6a3cba8c7
SPINALAI:000165,Spinal-AI2024-subset1,000165.jpg,851c4c4e7bf9bd11fd1d66269358b03064aeeaed6c52d6f57c7c8e36ba4de382
SPINALAI:000166,Spinal-AI2024-subset1,000166.jpg,ac6d9509f880908668925f85b950e60688f69e78843bdd7db3ab0edee35c57ea
SPINALAI:000167,Spinal-AI2024-subset1,000167.jpg,570d96c048dc7032e0306b80abc73f411bff6effd6b949293065e58f995c5a43
SPINALAI:000168,Spinal-AI2024-subset1,000168.jpg,b9c9c5d4791081f18ce6bc24b110bb3097b347510ace11e02a0aa7c3a6b6570d
SPINALAI:000169,Spinal-AI2024-subset1,000169.jpg,45a98b7e7c1d6a4b91630caaa91243827ab2a4e8ce558c119e0e1b08cc919b59
SPINALAI:000170,Spinal-AI2024-subset1,000170.jpg,bc5822713b61846aef0711b00d624121f1407136a62b992d264c8b0bd22cf904
SPINALAI:000171,Spinal-AI2024-subset1,000171.jpg,5d541122bb16b6a565ebfbfdf225b94b55ecee90cc9bf4da96c7f7e3bad9e24f
SPINALAI:000172,Spinal-AI2024-subset1,000172.jpg,3b5c6ad00677e6fa690d76f6269f4478c510f150219e97cfae5d96d5214bd331
SPINALAI:000173,Spinal-AI2024-subset1,000173.jpg,df3da8f6ef59478e9d603b47ba288a4eb1994f9e72cf47c92cbbfa850fbf062e
SPINALAI:000174,Spinal-AI2024-subset1,000174.jpg,f14ae0e162304f1fc5e4ff90a5fe491b6906329b25cc54cc094381dfb6529223
SPINALAI:000175,Spinal-AI2024-subset1,000175.jpg,885c0cb2c616eddc450025d35de6c1730ca5698f14d94a94891fa8a4c0eb72c6
SPINALAI:000176,Spinal-AI2024-subset1,000176.jpg,b331859a47870781ff60d48697660f3320913ea70fca32ed1cedaa7904508f19
SPINALAI:000177,Spinal-AI2024-subset1,000177.jpg,9c82d7cf2f50c284fcae39cb3eb4e4c00ba6d04b2b7230b6c73f774ccb17af03
SPINALAI:000178,Spinal-AI2024-subset1,000178.jpg,180ef31d6843cf14a61eaa0255e7359ef6f454a8174b08f23127b4e8e8875ec3
SPINALAI:000179,Spinal-AI2024-subset1,000179.jpg,2fb142b90956abed58f4f282f49fb1b8fb4bf68962415e06b4508ad426491a45
SPINALAI:000180,Spinal-AI2024-subset1,000180.jpg,fa201415b28533fc2014535c155b87246e84128a3f580eeef68b6d8b2415981e
SPINALAI:000181,Spinal-AI2024-subset1,000181.jpg,eb01d4d3fca164e52b5d57d3445e8eb6418ca715efc80d25cdc9601409ee363f
SPINALAI:000182,Spinal-AI2024-subset1,000182.jpg,0b6ce16520bf05d0669a02588653508b601117118e529130580f504ecdbc0b06
SPINALAI:000183,Spinal-AI2024-subset1,000183.jpg,3e2c276a70373fe11441fec1395583ed28f9ef21660ddb2c0266c44c79e4be5c
SPINALAI:000184,Spinal-AI2024-subset1,000184.jpg,ec196cbf3213a5c3ac413be8c9de495819fef1d68b5929f0c24aea5f983c2ec3
SPINALAI:000185,Spinal-AI2024-subset1,000185.jpg,1a8147fd8ffeaa756c739320af1bd0cf5dfc54b2ec9d431e06dfd1f6e5d438f7
SPINALAI:000186,Spinal-AI2024-subset1,000186.jpg,c1a60f3643789ac1d62415270de04349d87aac789848cfc59742c63be1da9112
SPINALAI:000187,Spinal-AI2024-subset1,000187.jpg,62570ccaa33a28cd1c83053ce064f0aa07221e88c2d7e4937d8e389cd477f02b
SPINALAI:000188,Spinal-AI2024-subset1,000188.jpg,13eb3db85064301c1d64e96eccb73d9d5c2b7a45a05f37a3db9b8c65d8c1fae1
